t,x,y,z,
1729,-9.64,174.73,-5.27,5.27
1730,-9.58,174.94,-5.06,5.06
1731,-9.28,175.15,-4.85,4.85
1732,-8.85,175.36,-4.64,4.64
1733,-8.48,175.57,-4.43,4.43
1734,-7.93,175.79,-4.21,4.21
1735,-7.45,176.02,-3.98,3.98
1736,-6.53,176.26,-3.74,3.74
1737,-6.1,176.5,-3.5,3.5
1738,-5.31,176.75,-3.25,3.25
1739,-4.64,176.99,-3.01,3.01
1740,-4.15,177.23,-2.77,2.77
1741,-3.54,177.48,-2.52,2.52
1742,-2.87,177.71,-2.29,2.29
1743,-2.32,177.95,-2.05,2.05
1744,-2.01,178.18,-1.82,1.82
1745,-1.1,178.41,-1.59,1.59
1746,-0.18,178.64,-1.36,1.36
1747,0.37,178.86,-1.14,1.14
1748,0.85,179.07,-0.93,0.93
1749,1.34,179.29,-0.71,0.71
1750,2.32,179.52,-0.48,0.48
1751,3.23,179.74,-0.26,0.26
1752,3.66,179.94,-0.06,0.06
1753,4.64,180.15,0.15,-0.15
1754,5.31,180.34,0.34,-0.34
1755,6.04,180.53,0.53,-0.53
1756,6.84,180.71,0.71,-0.71
1757,7.02,180.9,0.9,-0.9
1758,7.39,181.08,1.08,-1.08
1759,7.57,181.26,1.26,-1.26
1760,7.57,181.43,1.43,-1.43
1761,7.69,181.6,1.6,-1.6
1762,7.81,181.77,1.77,-1.77
1763,8.24,181.94,1.94,-1.94
1764,8.67,182.1,2.1,-2.1
1765,9.52,182.25,2.25,-2.25
1766,10.31,182.38,2.38,-2.38
1767,10.93,182.52,2.52,-2.52
1768,11.78,182.64,2.64,-2.64
1769,12.57,182.77,2.77,-2.77
1770,13.49,182.89,2.89,-2.89
1771,14.34,183,3,-3
1772,14.71,183.1,3.1,-3.1
1773,15.69,183.19,3.19,-3.19
1774,15.99,183.29,3.29,-3.29
1775,16.54,183.38,3.38,-3.38
1776,16.85,183.47,3.47,-3.47
1777,17.27,183.56,3.56,-3.56
1778,17.4,183.64,3.64,-3.64
1779,17.52,183.73,3.73,-3.73
1780,17.58,183.81,3.81,-3.81
1781,17.27,183.88,3.88,-3.88
1782,17.15,183.95,3.95,-3.95
1783,16.91,184,4,-4
1784,16.6,184.05,4.05,-4.05
1785,16.36,184.1,4.1,-4.1
1786,16.11,184.15,4.15,-4.15
1787,16.11,184.19,4.19,-4.19
1788,16.11,184.24,4.24,-4.24
1789,16.17,184.29,4.29,-4.29
1790,16.54,184.34,4.34,-4.34
1791,17.33,184.38,4.38,-4.38
1792,17.52,184.41,4.41,-4.41
1793,17.58,184.45,4.45,-4.45
1794,18.01,184.47,4.47,-4.47
1795,17.94,184.49,4.49,-4.49
1796,18.07,184.5,4.5,-4.5
1797,18.13,184.52,4.52,-4.52
1798,18.13,184.52,4.52,-4.52
1799,17.82,184.53,4.53,-4.53
1800,17.82,184.52,4.52,-4.52
1801,17.76,184.51,4.51,-4.51
1802,17.58,184.49,4.49,-4.49
1803,17.33,184.46,4.46,-4.46
1804,17.64,184.43,4.43,-4.43
1805,17.7,184.39,4.39,-4.39
1806,17.4,184.34,4.34,-4.34
1807,17.15,184.28,4.28,-4.28
1808,16.66,184.22,4.22,-4.22
1809,16.42,184.15,4.15,-4.15
1810,16.17,184.08,4.08,-4.08
1811,15.87,184,4,-4
1812,15.5,183.91,3.91,-3.91
1813,15.38,183.81,3.81,-3.81
1814,15.44,183.69,3.69,-3.69
1815,15.08,183.57,3.57,-3.57
1816,15.14,183.46,3.46,-3.46
1817,15.08,183.34,3.34,-3.34
1818,14.95,183.21,3.21,-3.21
1819,14.77,183.07,3.07,-3.07
1820,14.28,182.92,2.92,-2.92
1821,14.1,182.77,2.77,-2.77
1822,14.16,182.62,2.62,-2.62
1823,14.04,182.46,2.46,-2.46
1824,14.22,182.3,2.3,-2.3
1825,14.4,182.14,2.14,-2.14
1826,14.77,181.99,1.99,-1.99
1827,14.83,181.83,1.83,-1.83
1828,14.89,181.66,1.66,-1.66
1829,14.59,181.51,1.51,-1.51
1830,14.34,181.34,1.34,-1.34
1831,13.92,181.19,1.19,-1.19
1832,13,181.02,1.02,-1.02
1833,12.45,180.85,0.85,-0.85
1834,11.9,180.71,0.71,-0.71
1835,10.68,180.53,0.53,-0.53
1836,10.07,180.37,0.37,-0.37
1837,9.09,180.23,0.23,-0.23
1838,7.87,180.06,0.06,-0.06
1839,6.41,179.91,-0.09,0.09
1840,6.29,179.76,-0.24,0.24
1841,5.62,179.62,-0.38,0.38
1842,4.15,179.48,-0.52,0.52
1843,3.17,179.33,-0.67,0.67
1844,2.5,179.2,-0.8,0.8
1845,1.89,179.06,-0.94,0.94
1846,0.73,178.92,-1.08,1.08
1847,0.31,178.79,-1.21,1.21
1848,-0.49,178.64,-1.36,1.36
1849,-0.85,178.51,-1.49,1.49
1850,-1.04,178.39,-1.61,1.61
1851,-1.46,178.27,-1.73,1.73
1852,-1.46,178.14,-1.86,1.86
1853,-1.53,178.02,-1.98,1.98
1854,-1.46,177.91,-2.09,2.09
1855,-1.46,177.77,-2.23,2.23
1856,-1.4,177.65,-2.35,2.35
1857,-1.22,177.53,-2.47,2.47
1858,-1.53,177.41,-2.59,2.59
1859,-1.83,177.28,-2.72,2.72
1860,-2.14,177.16,-2.84,2.84
1861,-2.56,177.03,-2.97,2.97
1862,-3.17,176.9,-3.1,3.1
1863,-3.78,176.76,-3.24,3.24
1864,-4.09,176.62,-3.38,3.38
1865,-4.03,176.53,-3.47,3.47
1866,-4.52,176.38,-3.62,3.62
1867,-5.13,176.26,-3.74,3.74
1868,-5.68,176.14,-3.86,3.86
1869,-5.8,176.02,-3.98,3.98
1870,-5.98,175.91,-4.09,4.09
1871,-6.16,175.8,-4.2,4.2
1872,-6.1,175.7,-4.3,4.3
1873,-6.23,175.59,-4.41,4.41
1874,-5.98,175.49,-4.51,4.51
1875,-6.1,175.4,-4.6,4.6
1876,-5.68,175.33,-4.67,4.67
1877,-5.55,175.26,-4.74,4.74
1878,-5.19,175.2,-4.8,4.8
1879,-5.37,175.14,-4.86,4.86
1880,-5.49,175.08,-4.92,4.92
1881,-5.55,175.04,-4.96,4.96
1882,-5.62,175,-5,5
1883,-5.92,174.96,-5.04,5.04
1884,-6.04,174.95,-5.05,5.05
1885,-6.41,174.93,-5.07,5.07
1886,-6.04,174.91,-5.09,5.09
1887,-6.04,174.91,-5.09,5.09
1888,-5.92,174.91,-5.09,5.09
1889,-5.43,174.91,-5.09,5.09
1890,-5.07,174.92,-5.08,5.08
1891,-4.52,174.94,-5.06,5.06
1892,-4.09,174.96,-5.04,5.04
1893,-3.48,174.99,-5.01,5.01
1894,-2.99,175.01,-4.99,4.99
1895,-2.44,175.05,-4.95,4.95
1896,-1.71,175.09,-4.91,4.91
1897,-1.46,175.13,-4.87,4.87
1898,-0.98,175.16,-4.84,4.84
1899,-0.98,175.2,-4.8,4.8
1900,-0.67,175.26,-4.74,4.74
1901,-0.49,175.31,-4.69,4.69
1902,-0.49,175.36,-4.64,4.64
1903,-0.43,175.41,-4.59,4.59
1904,-0.18,175.46,-4.54,4.54
1905,0,175.51,-4.49,4.49
1906,0.31,175.56,-4.44,4.44
1907,0.49,175.62,-4.38,4.38
1908,0.73,175.69,-4.31,4.31
1909,0.85,175.75,-4.25,4.25
1910,0.98,175.82,-4.18,4.18
1911,1.4,175.9,-4.1,4.1
1912,1.46,175.97,-4.03,4.03
1913,1.83,176.05,-3.95,3.95
1914,2.2,176.14,-3.86,3.86
1915,2.56,176.24,-3.76,3.76
1916,2.81,176.32,-3.68,3.68
1917,2.81,176.41,-3.59,3.59
1918,2.75,176.51,-3.49,3.49
1919,2.87,176.61,-3.39,3.39
1920,2.32,176.7,-3.3,3.3
1921,2.26,176.8,-3.2,3.2
1922,2.38,176.9,-3.1,3.1
1923,2.69,177,-3,3
1924,2.87,177.1,-2.9,2.9
1925,3.3,177.22,-2.78,2.78
1926,3.6,177.31,-2.69,2.69
1927,4.03,177.42,-2.58,2.58
1928,4.15,177.51,-2.49,2.49
1929,4.39,177.61,-2.39,2.39
1930,4.7,177.71,-2.29,2.29
1931,4.88,177.8,-2.2,2.2
1932,5,177.89,-2.11,2.11
1933,5.25,177.98,-2.02,2.02
1934,5.8,178.07,-1.93,1.93
1935,6.35,178.15,-1.85,1.85
1936,6.9,178.23,-1.77,1.77
1937,7.39,178.31,-1.69,1.69
1938,7.75,178.38,-1.62,1.62
1939,7.69,178.45,-1.55,1.55
1940,7.81,178.51,-1.49,1.49
1941,7.87,178.57,-1.43,1.43
1942,8.12,178.62,-1.38,1.38
1943,7.87,178.66,-1.34,1.34
1944,8.06,178.71,-1.29,1.29
1945,7.93,178.75,-1.25,1.25
1946,8,178.78,-1.22,1.22
1947,8.24,178.81,-1.19,1.19
1948,8.61,178.83,-1.17,1.17
1949,8.97,178.85,-1.15,1.15
1950,9.16,178.86,-1.14,1.14
1951,9.4,178.87,-1.13,1.13
1952,9.83,178.87,-1.13,1.13
1953,10.25,178.87,-1.13,1.13
1954,10.25,178.86,-1.14,1.14
1955,10.01,178.85,-1.15,1.15
1956,9.77,178.83,-1.17,1.17
1957,9.64,178.82,-1.18,1.18
1958,8.73,178.79,-1.21,1.21
1959,8.36,178.77,-1.23,1.23
1960,7.51,178.76,-1.24,1.24
1961,6.71,178.74,-1.26,1.26
1962,5.98,178.71,-1.29,1.29
1963,5.43,178.68,-1.32,1.32
1964,4.94,178.64,-1.36,1.36
1965,4.46,178.6,-1.4,1.4
1966,3.97,178.55,-1.45,1.45
1967,4.03,178.5,-1.5,1.5
1968,3.78,178.45,-1.55,1.55
1969,3.6,178.39,-1.61,1.61
1970,3.72,178.33,-1.67,1.67
1971,3.91,178.27,-1.73,1.73
1972,4.33,178.19,-1.81,1.81
1973,4.39,178.11,-1.89,1.89
1974,4.58,178.02,-1.98,1.98
1975,4.64,177.93,-2.07,2.07
1976,4.94,177.83,-2.17,2.17
1977,4.76,177.72,-2.28,2.28
1978,4.82,177.6,-2.4,2.4
1979,4.39,177.48,-2.52,2.52
1980,4.27,177.35,-2.65,2.65
1981,4.15,177.23,-2.77,2.77
1982,3.6,177.11,-2.89,2.89
1983,3.3,176.97,-3.03,3.03
1984,2.99,176.84,-3.16,3.16
1985,2.62,176.72,-3.28,3.28
1986,2.08,176.59,-3.41,3.41
1987,1.89,176.44,-3.56,3.56
1988,1.1,176.32,-3.68,3.68
1989,0.55,176.19,-3.81,3.81
1990,0.24,176.07,-3.93,3.93
1991,-0.61,175.95,-4.05,4.05
1992,-0.98,175.83,-4.17,4.17
1993,-2.01,175.72,-4.28,4.28
1994,-2.56,175.62,-4.38,4.38
1995,-3.17,175.52,-4.48,4.48
1996,-3.48,175.42,-4.58,4.58
1997,-4.21,175.33,-4.67,4.67
1998,-4.33,175.26,-4.74,4.74
1999,-4.94,175.19,-4.81,4.81
2000,-5.19,175.13,-4.87,4.87
2001,-5.49,175.07,-4.93,4.93
2002,-5.8,175.02,-4.98,4.98
2003,-6.16,174.97,-5.03,5.03
2004,-6.16,174.93,-5.07,5.07
2005,-6.41,174.9,-5.1,5.1
2006,-6.53,174.87,-5.13,5.13
2007,-6.16,174.85,-5.15,5.15
2008,-5.98,174.84,-5.16,5.16
2009,-5.07,174.83,-5.17,5.17
2010,-4.52,174.83,-5.17,5.17
2011,-3.72,174.84,-5.16,5.16
2012,-2.32,174.85,-5.15,5.15
2013,-1.4,174.86,-5.14,5.14
2014,-0.73,174.87,-5.13,5.13
2015,0.06,174.89,-5.11,5.11
2016,0.61,174.91,-5.09,5.09
2017,1.34,174.94,-5.06,5.06
2018,1.59,174.97,-5.03,5.03
2019,2.5,175.01,-4.99,4.99
2020,2.93,175.05,-4.95,4.95
2021,3.66,175.08,-4.92,4.92
2022,4.27,175.13,-4.87,4.87
2023,4.64,175.17,-4.83,4.83
2024,5.37,175.21,-4.79,4.79
2025,5.8,175.26,-4.74,4.74
2026,5.62,175.32,-4.68,4.68
2027,5.74,175.38,-4.62,4.62
2028,5.62,175.44,-4.56,4.56
2029,5.49,175.51,-4.49,4.49
2030,5.31,175.58,-4.42,4.42
2031,4.76,175.66,-4.34,4.34
2032,4.58,175.73,-4.27,4.27
2033,3.72,175.81,-4.19,4.19
2034,3.3,175.89,-4.11,4.11
2035,2.87,175.98,-4.02,4.02
2036,2.2,176.07,-3.93,3.93
2037,2.14,176.16,-3.84,3.84
2038,1.95,176.26,-3.74,3.74
2039,2.14,176.35,-3.65,3.65
2040,2.5,176.44,-3.56,3.56
2041,2.81,176.53,-3.47,3.47
2042,3.42,176.62,-3.38,3.38
2043,3.78,176.7,-3.3,3.3
2044,4.39,176.78,-3.22,3.22
2045,4.64,176.85,-3.15,3.15
2046,4.7,176.92,-3.08,3.08
2047,4.82,176.99,-3.01,3.01
2048,4.7,177.04,-2.96,2.96
2049,4.64,177.09,-2.91,2.91
2050,4.27,177.14,-2.86,2.86
2051,3.91,177.17,-2.83,2.83
2052,3.78,177.21,-2.79,2.79
2053,3.85,177.23,-2.77,2.77
2054,3.72,177.25,-2.75,2.75
2055,4.27,177.26,-2.74,2.74
2056,4.58,177.26,-2.74,2.74
2057,5.25,177.27,-2.73,2.73
2058,5.68,177.27,-2.73,2.73
2059,5.98,177.27,-2.73,2.73
2060,6.29,177.26,-2.74,2.74
2061,6.35,177.24,-2.76,2.76
2062,6.65,177.22,-2.78,2.78
2063,6.47,177.19,-2.81,2.81
2064,6.9,177.16,-2.84,2.84
2065,7.26,177.13,-2.87,2.87
2066,7.57,177.09,-2.91,2.91
2067,7.69,177.07,-2.93,2.93
2068,8.06,177.04,-2.96,2.96
2069,8.48,177.01,-2.99,2.99
2070,8.48,176.99,-3.01,3.01
2071,8.24,176.96,-3.04,3.04
2072,8.36,176.94,-3.06,3.06
2073,7.87,176.91,-3.09,3.09
2074,7.45,176.88,-3.12,3.12
2075,7.08,176.86,-3.14,3.14
2076,6.16,176.84,-3.16,3.16
2077,5.25,176.81,-3.19,3.19
2078,4.33,176.8,-3.2,3.2
2079,3.48,176.8,-3.2,3.2
2080,2.5,176.79,-3.21,3.21
2081,1.59,176.8,-3.2,3.2
2082,0.92,176.8,-3.2,3.2
2083,0.37,176.81,-3.19,3.19
2084,0.06,176.82,-3.18,3.18
2085,-0.06,176.83,-3.17,3.17
2086,0,176.84,-3.16,3.16
2087,-0.12,176.85,-3.15,3.15
2088,0.06,176.87,-3.13,3.13
2089,0.37,176.88,-3.12,3.12
2090,0.24,176.9,-3.1,3.1
2091,0.31,176.92,-3.08,3.08
2092,0.37,176.94,-3.06,3.06
2093,0.37,176.96,-3.04,3.04
2094,0.55,176.97,-3.03,3.03
2095,0.55,176.98,-3.02,3.02
2096,0.61,176.99,-3.01,3.01
2097,0.61,176.99,-3.01,3.01
2098,0.92,177,-3,3
2099,0.73,177.01,-2.99,2.99
2100,0.85,177.02,-2.98,2.98
2101,1.04,177.03,-2.97,2.97
2102,1.1,177.04,-2.96,2.96
2103,1.16,177.04,-2.96,2.96
2104,1.4,177.05,-2.95,2.95
2105,1.77,177.05,-2.95,2.95
2106,1.95,177.05,-2.95,2.95
2107,1.22,177.05,-2.95,2.95
2108,1.34,177.05,-2.95,2.95
2109,1.16,177.04,-2.96,2.96
2110,0.85,177.04,-2.96,2.96
2111,0.55,177.04,-2.96,2.96
2112,0.24,177.03,-2.97,2.97
2113,0,177.03,-2.97,2.97
2114,0,177.02,-2.98,2.98
2115,0.18,177.02,-2.98,2.98
2116,0.55,177.02,-2.98,2.98
2117,0.61,177.03,-2.97,2.97
2118,0.61,177.04,-2.96,2.96
2119,0.98,177.05,-2.95,2.95
2120,0.79,177.07,-2.93,2.93
2121,1.53,177.09,-2.91,2.91
2122,1.77,177.12,-2.88,2.88
2123,2.08,177.14,-2.86,2.86
2124,2.44,177.17,-2.83,2.83
2125,2.87,177.2,-2.8,2.8
2126,2.93,177.23,-2.77,2.77
2127,3.05,177.25,-2.75,2.75
2128,2.93,177.27,-2.73,2.73
2129,2.62,177.3,-2.7,2.7
2130,2.32,177.33,-2.67,2.67
2131,1.95,177.38,-2.62,2.62
2132,1.59,177.43,-2.57,2.57
2133,1.22,177.48,-2.52,2.52
2134,0.98,177.53,-2.47,2.47
2135,1.28,177.59,-2.41,2.41
2136,1.4,177.64,-2.36,2.36
2137,1.46,177.7,-2.3,2.3
2138,1.89,177.77,-2.23,2.23
2139,2.2,177.83,-2.17,2.17
2140,2.08,177.9,-2.1,2.1
2141,2.38,177.96,-2.04,2.04
2142,2.2,178.03,-1.97,1.97
2143,2.32,178.09,-1.91,1.91
2144,2.38,178.16,-1.84,1.84
2145,2.62,178.21,-1.79,1.79
2146,2.38,178.27,-1.73,1.73
2147,2.5,178.33,-1.67,1.67
2148,2.81,178.39,-1.61,1.61
2149,2.75,178.44,-1.56,1.56
2150,2.69,178.5,-1.5,1.5
2151,2.62,178.55,-1.45,1.45
2152,2.75,178.61,-1.39,1.39
2153,2.75,178.67,-1.33,1.33
2154,2.75,178.72,-1.28,1.28
2155,2.93,178.76,-1.24,1.24
2156,2.81,178.81,-1.19,1.19
2157,2.93,178.84,-1.16,1.16
2158,2.99,178.88,-1.12,1.12
2159,2.69,178.91,-1.09,1.09
2160,2.87,178.94,-1.06,1.06
2161,2.93,178.97,-1.03,1.03
2162,2.93,179,-1,1
2163,2.62,179.02,-0.98,0.98
2164,2.26,179.03,-0.97,0.97
2165,2.2,179.04,-0.96,0.96
2166,1.95,179.05,-0.95,0.95
2167,1.77,179.06,-0.94,0.94
2168,1.89,179.06,-0.94,0.94
2169,2.26,179.06,-0.94,0.94
2170,2.44,179.05,-0.95,0.95
2171,2.75,179.06,-0.94,0.94
2172,3.11,179.06,-0.94,0.94
2173,3.36,179.05,-0.95,0.95
2174,3.17,179.04,-0.96,0.96
2175,2.99,179.02,-0.98,0.98
2176,2.75,179.01,-0.99,0.99
2177,2.81,179,-1,1
2178,2.81,178.98,-1.02,1.02
2179,2.81,178.95,-1.05,1.05
2180,2.5,178.95,-1.05,1.05
2181,2.69,178.92,-1.08,1.08
2182,3.17,178.9,-1.1,1.1
2183,3.17,178.89,-1.11,1.11
2184,3.54,178.87,-1.13,1.13
2185,3.48,178.85,-1.15,1.15
2186,3.78,178.84,-1.16,1.16
2187,3.66,178.82,-1.18,1.18
2188,3.42,178.81,-1.19,1.19
2189,3.36,178.79,-1.21,1.21
2190,3.17,178.78,-1.22,1.22
2191,2.99,178.77,-1.23,1.23
2192,2.38,178.76,-1.24,1.24
2193,2.01,178.74,-1.26,1.26
2194,2.01,178.73,-1.27,1.27
2195,1.95,178.72,-1.28,1.28
2196,1.83,178.71,-1.29,1.29
2197,2.01,178.7,-1.3,1.3
2198,1.95,178.71,-1.29,1.29
2199,2.14,178.71,-1.29,1.29
2200,2.38,178.72,-1.28,1.28
2201,2.62,178.72,-1.28,1.28
2202,2.56,178.73,-1.27,1.27
2203,2.81,178.74,-1.26,1.26
2204,2.99,178.75,-1.25,1.25
2205,2.99,178.76,-1.24,1.24
2206,3.11,178.78,-1.22,1.22
2207,3.36,178.8,-1.2,1.2
2208,3.3,178.82,-1.18,1.18
2209,3.6,178.85,-1.15,1.15
2210,3.3,178.88,-1.12,1.12
2211,3.36,178.9,-1.1,1.1
2212,3.36,178.93,-1.07,1.07
2213,3.23,178.95,-1.05,1.05
2214,3.05,178.98,-1.02,1.02
2215,3.17,179.01,-0.99,0.99
2216,2.81,179.03,-0.97,0.97
2217,2.87,179.05,-0.95,0.95
2218,2.56,179.07,-0.93,0.93
2219,2.38,179.09,-0.91,0.91
2220,2.69,179.11,-0.89,0.89
2221,2.69,179.13,-0.87,0.87
2222,2.44,179.16,-0.84,0.84
2223,2.5,179.19,-0.81,0.81
2224,2.62,179.21,-0.79,0.79
2225,2.81,179.24,-0.76,0.76
2226,2.81,179.28,-0.72,0.72
2227,3.17,179.3,-0.7,0.7
2228,2.99,179.33,-0.67,0.67
2229,3.23,179.37,-0.63,0.63
2230,3.36,179.4,-0.6,0.6
2231,2.99,179.43,-0.57,0.57
2232,2.93,179.48,-0.52,0.52
2233,2.87,179.5,-0.5,0.5
2234,2.5,179.55,-0.45,0.45
2235,2.56,179.58,-0.42,0.42
2236,2.56,179.61,-0.39,0.39
2237,2.44,179.65,-0.35,0.35
2238,2.38,179.68,-0.32,0.32
2239,2.69,179.71,-0.29,0.29
2240,2.5,179.73,-0.27,0.27
2241,2.32,179.76,-0.24,0.24
2242,2.62,179.8,-0.2,0.2
2243,2.75,179.82,-0.18,0.18
2244,3.05,179.85,-0.15,0.15
2245,3.05,179.88,-0.12,0.12
2246,3.11,179.91,-0.09,0.09
2247,3.05,179.94,-0.06,0.06
2248,3.3,179.97,-0.03,0.03
2249,3.42,179.99,-0.01,0.01
2250,3.36,180.02,0.02,-0.02
2251,2.99,180.05,0.05,-0.05
2252,2.81,180.08,0.08,-0.08
2253,2.44,180.1,0.1,-0.1
2254,2.14,180.12,0.12,-0.12
2255,2.01,180.13,0.13,-0.13
2256,1.83,180.14,0.14,-0.14
2257,1.4,180.15,0.15,-0.15
2258,1.16,180.17,0.17,-0.17
2259,1.28,180.18,0.18,-0.18
2260,1.53,180.18,0.18,-0.18
2261,1.46,180.2,0.2,-0.2
2262,1.71,180.2,0.2,-0.2
2263,1.77,180.2,0.2,-0.2
2264,2.2,180.2,0.2,-0.2
2265,1.95,180.2,0.2,-0.2
2266,2.01,180.2,0.2,-0.2
2267,1.53,180.2,0.2,-0.2
2268,1.34,180.19,0.19,-0.19
2269,1.16,180.2,0.2,-0.2
2270,1.22,180.2,0.2,-0.2
2271,1.16,180.2,0.2,-0.2
2272,1.1,180.19,0.19,-0.19
2273,1.16,180.19,0.19,-0.19
2274,1.46,180.19,0.19,-0.19
2275,1.28,180.18,0.18,-0.18
2276,1.59,180.18,0.18,-0.18
2277,1.83,180.17,0.17,-0.17
2278,1.95,180.18,0.18,-0.18
2279,2.01,180.17,0.17,-0.17
2280,2.2,180.17,0.17,-0.17
2281,2.26,180.17,0.17,-0.17
2282,2.69,180.16,0.16,-0.16
2283,2.75,180.16,0.16,-0.16
2284,2.87,180.16,0.16,-0.16
2285,2.75,180.16,0.16,-0.16
2286,2.56,180.16,0.16,-0.16
2287,2.62,180.16,0.16,-0.16
2288,2.5,180.17,0.17,-0.17
2289,2.26,180.17,0.17,-0.17
2290,2.38,180.18,0.18,-0.18
2291,2.26,180.18,0.18,-0.18
2292,2.01,180.19,0.19,-0.19
2293,2.32,180.2,0.2,-0.2
2294,2.08,180.21,0.21,-0.21
2295,1.95,180.22,0.22,-0.22
2296,1.77,180.23,0.23,-0.23
2297,1.89,180.24,0.24,-0.24
2298,1.95,180.25,0.25,-0.25
2299,2.14,180.27,0.27,-0.27
2300,2.38,180.27,0.27,-0.27
2301,2.5,180.28,0.28,-0.28
2302,2.69,180.29,0.29,-0.29
2303,2.81,180.31,0.31,-0.31
2304,2.62,180.32,0.32,-0.32
2305,2.56,180.34,0.34,-0.34
2306,2.38,180.35,0.35,-0.35
2307,2.2,180.36,0.36,-0.36
2308,2.38,180.38,0.38,-0.38
2309,2.26,180.4,0.4,-0.4
2310,2.08,180.43,0.43,-0.43
2311,2.38,180.45,0.45,-0.45
2312,2.38,180.47,0.47,-0.47
2313,2.32,180.5,0.5,-0.5
2314,2.2,180.52,0.52,-0.52
2315,1.65,180.55,0.55,-0.55
2316,1.95,180.58,0.58,-0.58
2317,1.83,180.61,0.61,-0.61
2318,2.01,180.64,0.64,-0.64
2319,2.01,180.66,0.66,-0.66
2320,2.01,180.69,0.69,-0.69
2321,1.95,180.71,0.71,-0.71
2322,1.65,180.73,0.73,-0.73
2323,1.89,180.76,0.76,-0.76
2324,1.53,180.79,0.79,-0.79
2325,1.71,180.82,0.82,-0.82
2326,2.2,180.85,0.85,-0.85
2327,2.44,180.89,0.89,-0.89
2328,2.26,180.93,0.93,-0.93
2329,2.38,180.97,0.97,-0.97
2330,2.2,181.01,1.01,-1.01
2331,2.44,181.05,1.05,-1.05
2332,2.2,181.1,1.1,-1.1
2333,2.44,181.14,1.14,-1.14
2334,2.26,181.18,1.18,-1.18
2335,2.32,181.21,1.21,-1.21
2336,2.56,181.25,1.25,-1.25
2337,2.75,181.29,1.29,-1.29